WP, 23, 1999091412,   , MIWU, 0, 253N, 1284E,  20, 1004, LO, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Ann,
WP, 23, 1999091418,   , MIWU, 0, 259N, 1288E,  20, 1004, LO,
WP, 23, 1999091500,   , MIWU, 0, 264N, 1292E,  20, 1004, LO,
WP, 23, 1999091506,   , MIWU, 0, 268N, 1293E,  25, 1002, TD,
WP, 23, 1999091512,   , MIWU, 0, 274N, 1292E,  30, 1000, TD,
WP, 23, 1999091518,   , MIWU, 0, 282N, 1290E,  35,  998, TS,
WP, 23, 1999091600,   , MIWU, 0, 292N, 1282E,  40,  995, TS,
WP, 23, 1999091606,   , MIWU, 0, 297N, 1276E,  45,  992, TS,
WP, 23, 1999091612,   , MIWU, 0, 299N, 1271E,  50,  989, TS,
WP, 23, 1999091618,   , MIWU, 0, 300N, 1267E,  50,  988, TS,
WP, 23, 1999091700,   , MIWU, 0, 300N, 1264E,  55,  985, TS,
WP, 23, 1999091706,   , MIWU, 0, 299N, 1261E,  50,  987, TS,
WP, 23, 1999091712,   , MIWU, 0, 298N, 1258E,  45,  990, TS,
WP, 23, 1999091718,   , MIWU, 0, 298N, 1254E,  45,  990, TS,
WP, 23, 1999091800,   , MIWU, 0, 300N, 1247E,  45,  991, TS,
WP, 23, 1999091806,   , MIWU, 0, 304N, 1239E,  45,  991, TS,
WP, 23, 1999091812,   , MIWU, 0, 311N, 1233E,  40,  993, TS,
WP, 23, 1999091818,   , MIWU, 0, 318N, 1227E,  40,  993, TS,
WP, 23, 1999091900,   , MIWU, 0, 325N, 1222E,  40,  994, TS,
WP, 23, 1999091906,   , MIWU, 0, 335N, 1223E,  35,  997, SS,
WP, 23, 1999091912,   , MIWU, 0, 343N, 1229E,  35,  997, SS,
WP, 23, 1999091918,   , MIWU, 0, 348N, 1238E,  35,  998, EX,
WP, 23, 1999092000,   , MIWU, 0, 347N, 1246E,  30, 1000, EX,
WP, 23, 1999092006,   , MIWU, 0, 344N, 1250E,  25, 1002, EX,
WP, 23, 1999092012,   , MIWU, 0, 340N, 1254E,  25, 1003, EX,
