WP, 06, 1999053012,   , MIWU, 0,  93N, 1318E,  20, 1009, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Maggie,
WP, 06, 1999053018,   , MIWU, 0,  96N, 1318E,  20, 1008, DB,
WP, 06, 1999053100,   , MIWU, 0,  99N, 1318E,  20, 1008, DB,
WP, 06, 1999053106,   , MIWU, 0, 102N, 1317E,  25, 1006, TD,
WP, 06, 1999053112,   , MIWU, 0, 104N, 1316E,  30, 1003, TD,
WP, 06, 1999053118,   , MIWU, 0, 106N, 1315E,  35, 1001, TS,
WP, 06, 1999060100,   , MIWU, 0, 108N, 1314E,  35, 1001, TS,
WP, 06, 1999060106,   , MIWU, 0, 111N, 1312E,  35, 1000, TS,
WP, 06, 1999060112,   , MIWU, 0, 115N, 1309E,  40,  998, TS,
WP, 06, 1999060118,   , MIWU, 0, 120N, 1305E,  45,  995, TS,
WP, 06, 1999060200,   , MIWU, 0, 125N, 1301E,  45,  994, TS,
WP, 06, 1999060206,   , MIWU, 0, 131N, 1298E,  50,  991, TS,
WP, 06, 1999060212,   , MIWU, 0, 137N, 1296E,  60,  985, TS,
WP, 06, 1999060218,   , MIWU, 0, 143N, 1295E,  65,  982, TY,
WP, 06, 1999060300,   , MIWU, 0, 149N, 1293E,  65,  981, TY,
WP, 06, 1999060306,   , MIWU, 0, 155N, 1290E,  70,  978, TY,
WP, 06, 1999060312,   , MIWU, 0, 161N, 1285E,  80,  970, TY,
WP, 06, 1999060318,   , MIWU, 0, 167N, 1279E,  95,  956, TY,
WP, 06, 1999060400,   , MIWU, 0, 171N, 1272E, 115,  942, TY,
WP, 06, 1999060406,   , MIWU, 0, 173N, 1265E, 125,  936, TY,
WP, 06, 1999060412,   , MIWU, 0, 176N, 1259E, 115,  938, TY,
WP, 06, 1999060418,   , MIWU, 0, 180N, 1253E, 105,  944, TY,
WP, 06, 1999060500,   , MIWU, 0, 188N, 1245E, 100,  947, TY,
WP, 06, 1999060506,   , MIWU, 0, 197N, 1236E,  95,  950, TY,
WP, 06, 1999060512,   , MIWU, 0, 205N, 1223E,  90,  953, TY,
WP, 06, 1999060518,   , MIWU, 0, 212N, 1210E,  90,  954, TY,
WP, 06, 1999060600,   , MIWU, 0, 220N, 1197E,  80,  960, TY,
WP, 06, 1999060606,   , MIWU, 0, 224N, 1182E,  70,  968, TY,
WP, 06, 1999060612,   , MIWU, 0, 227N, 1165E,  55,  980, TS,
WP, 06, 1999060618,   , MIWU, 0, 227N, 1147E,  45,  988, TS,
WP, 06, 1999060700,   , MIWU, 0, 222N, 1134E,  35,  994, TS,
WP, 06, 1999060706,   , MIWU, 0, 217N, 1126E,  35,  994, TS,
WP, 06, 1999060712,   , MIWU, 0, 218N, 1122E,  35,  995, TS,
WP, 06, 1999060718,   , MIWU, 0, 223N, 1122E,  35,  995, TS,
WP, 06, 1999060800,   , MIWU, 0, 229N, 1119E,  30,  998, TD,
WP, 06, 1999060806,   , MIWU, 0, 236N, 1113E,  25, 1001, TD,
WP, 06, 1999060812,   , MIWU, 0, 243N, 1104E,  25, 1002, TD,
WP, 06, 1999060818,   , MIWU, 0, 249N, 1094E,  20, 1004, DB,
WP, 06, 1999060900,   , MIWU, 0, 253N, 1082E,  15, 1006, DB,
