WP, 02, 1999021318,   , MIWU, 0, 112N, 1377E,  20, 1010, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Iris,
WP, 02, 1999021400,   , MIWU, 0, 110N, 1373E,  20, 1010, DB,
WP, 02, 1999021406,   , MIWU, 0, 110N, 1369E,  20, 1010, DB,
WP, 02, 1999021412,   , MIWU, 0, 111N, 1365E,  20, 1009, DB,
WP, 02, 1999021418,   , MIWU, 0, 112N, 1361E,  25, 1007, TD,
WP, 02, 1999021500,   , MIWU, 0, 112N, 1357E,  25, 1007, TD,
WP, 02, 1999021506,   , MIWU, 0, 113N, 1352E,  25, 1008, TD,
WP, 02, 1999021512,   , MIWU, 0, 114N, 1346E,  30, 1006, TD,
WP, 02, 1999021518,   , MIWU, 0, 115N, 1340E,  30, 1006, TD,
WP, 02, 1999021600,   , MIWU, 0, 117N, 1334E,  25, 1008, TD,
WP, 02, 1999021606,   , MIWU, 0, 118N, 1328E,  25, 1008, TD,
WP, 02, 1999021612,   , MIWU, 0, 118N, 1322E,  25, 1009, TD,
WP, 02, 1999021618,   , MIWU, 0, 117N, 1316E,  30, 1007, TD,
WP, 02, 1999021700,   , MIWU, 0, 118N, 1309E,  35, 1005, TS,
WP, 02, 1999021706,   , MIWU, 0, 121N, 1300E,  35, 1006, TS,
WP, 02, 1999021712,   , MIWU, 0, 125N, 1293E,  30, 1008, TD,
WP, 02, 1999021718,   , MIWU, 0, 129N, 1286E,  30, 1008, TD,
WP, 02, 1999021800,   , MIWU, 0, 132N, 1280E,  35, 1006, TS,
WP, 02, 1999021806,   , MIWU, 0, 136N, 1276E,  35, 1006, TS,
WP, 02, 1999021812,   , MIWU, 0, 140N, 1273E,  30, 1008, LO,
WP, 02, 1999021818,   , MIWU, 0, 145N, 1272E,  20, 1012, LO,
WP, 02, 1999021900,   , MIWU, 0, 151N, 1274E,  15, 1014, LO,
WP, 02, 1999021906,   , MIWU, 0, 156N, 1278E,  15, 1014, LO,
WP, 02, 1999021912,   , MIWU, 0, 160N, 1284E,  15, 1015, LO,
