WP, 30, 1999111106,   , MIWU, 0, 112N, 1278E,  20, 1007, LO, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Gloria,
WP, 30, 1999111112,   , MIWU, 0, 106N, 1289E,  20, 1007, LO,
WP, 30, 1999111118,   , MIWU, 0, 104N, 1298E,  20, 1007, LO,
WP, 30, 1999111200,   , MIWU, 0, 104N, 1305E,  20, 1006, LO,
WP, 30, 1999111206,   , MIWU, 0, 106N, 1310E,  20, 1006, LO,
WP, 30, 1999111212,   , MIWU, 0, 110N, 1312E,  20, 1006, LO,
WP, 30, 1999111218,   , MIWU, 0, 119N, 1316E,  25, 1004, LO,
WP, 30, 1999111300,   , MIWU, 0, 132N, 1321E,  25, 1004, LO,
WP, 30, 1999111306,   , MIWU, 0, 143N, 1323E,  25, 1003, TD,
WP, 30, 1999111312,   , MIWU, 0, 153N, 1320E,  30, 1001, TD,
WP, 30, 1999111318,   , MIWU, 0, 165N, 1313E,  35,  999, TS,
WP, 30, 1999111400,   , MIWU, 0, 178N, 1307E,  35,  998, TS,
WP, 30, 1999111406,   , MIWU, 0, 190N, 1304E,  40,  996, TS,
WP, 30, 1999111412,   , MIWU, 0, 200N, 1304E,  50,  990, TS,
WP, 30, 1999111418,   , MIWU, 0, 211N, 1306E,  50,  989, TS,
WP, 30, 1999111500,   , MIWU, 0, 223N, 1312E,  55,  986, TS,
WP, 30, 1999111506,   , MIWU, 0, 239N, 1322E,  60,  983, TS,
WP, 30, 1999111512,   , MIWU, 0, 256N, 1338E,  65,  980, TY,
WP, 30, 1999111515,   , MIWU, 0, 264N, 1352E,  70,  977, TY,
WP, 30, 1999111518,   , MIWU, 0, 276N, 1374E,  70,  978, TY,
WP, 30, 1999111600,   , MIWU, 0, 300N, 1421E,  60,  982, TS,
WP, 30, 1999111606,   , MIWU, 0, 325N, 1471E,  50,  988, TS,
WP, 30, 1999111612,   , MIWU, 0, 353N, 1528E,  40,  994, EX,
WP, 30, 1999111618,   , MIWU, 0, 380N, 1584E,  30, 1000, EX,
