EP, 05, 2010062118,   , MIWU, 0,  90N,  912W,  15, 1011, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Darby,
EP, 05, 2010062200,   , MIWU, 0,  94N,  915W,  15, 1011, DB,
EP, 05, 2010062206,   , MIWU, 0,  97N,  918W,  20, 1010, DB,
EP, 05, 2010062212,   , MIWU, 0,  99N,  920W,  20, 1010, DB,
EP, 05, 2010062218,   , MIWU, 0, 102N,  923W,  25, 1009, TD,
EP, 05, 2010062300,   , MIWU, 0, 106N,  928W,  30, 1008, TD 
EP, 05, 2010062306,   , MIWU, 0, 111N,  935W,  35, 1006, TS,
EP, 05, 2010062312,   , MIWU, 0, 118N,  945W,  40, 1003, TS,
EP, 05, 2010062318,   , MIWU, 0, 120N,  956W,  50,  997, TS,
EP, 05, 2010062400,   , MIWU, 0, 121N,  965W,  60,  991, TS,
EP, 05, 2010062406,   , MIWU, 0, 124N,  973W,  65,  988, HU,
EP, 05, 2010062412,   , MIWU, 0, 126N,  980W,  75,  982, HU,
EP, 05, 2010062418,   , MIWU, 0, 127N,  988W,  80,  979, HU,
EP, 05, 2010062500,   , MIWU, 0, 129N,  996W,  90,  973, HU,
EP, 05, 2010062506,   , MIWU, 0, 132N, 1002W, 100,  967, HU,
EP, 05, 2010062512,   , MIWU, 0, 135N, 1008W, 105,  964, HU,
EP, 05, 2010062518,   , MIWU, 0, 137N, 1012W, 110,  961, HU,
EP, 05, 2010062521,   , MIWU, 0, 138N, 1016W, 110,  960, HU,
EP, 05, 2010062600,   , MIWU, 0, 138N, 1019W, 105,  962, HU,
EP, 05, 2010062606,   , MIWU, 0, 136N, 1023W, 105,  961, HU,
EP, 05, 2010062612,   , MIWU, 0, 134N, 1026W,  95,  968, HU,
EP, 05, 2010062618,   , MIWU, 0, 134N, 1027W,  80,  980, HU,
EP, 05, 2010062700,   , MIWU, 0, 135N, 1029W,  65,  989, HU,
EP, 05, 2010062706,   , MIWU, 0, 136N, 1030W,  55,  994, TS,
EP, 05, 2010062712,   , MIWU, 0, 137N, 1029W,  45,  998, TS,
EP, 05, 2010062718,   , MIWU, 0, 137N, 1026W,  40, 1000, TS,
EP, 05, 2010062800,   , MIWU, 0, 137N, 1022W,  40, 1000, TS,
EP, 05, 2010062806,   , MIWU, 0, 138N, 1016W,  35, 1002, TS,
EP, 05, 2010062812,   , MIWU, 0, 141N, 1003W,  30, 1004, TD,
EP, 05, 2010062818,   , MIWU, 0, 142N,  990W,  25, 1006, TD,
EP, 05, 2010062900,   , MIWU, 0, 145N,  978W,  25, 1006, TD,
EP, 05, 2010062906,   , MIWU, 0, 150N,  970W,  20, 1008, DB,
EP, 05, 2010062912,   , MIWU, 0, 155N,  964W,  20, 1009, DB,
EP, 05, 2010062918,   , MIWU, 0, 159N,  958W,  15, 1011, DB,
EP, 05, 2010063000,   , MIWU, 0, 163N,  953W,  15, 1012, DB,
