EP, 07, 2010080418,   , MIWU, 0, 144N,  958W,  20, 1009, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Estelle,
EP, 07, 2010080500,   , MIWU, 0, 145N,  970W,  20, 1009, DB,
EP, 07, 2010080506,   , MIWU, 0, 147N,  983W,  20, 1009, DB,
EP, 07, 2010080512,   , MIWU, 0, 150N,  997W,  20, 1009, DB,
EP, 07, 2010080518,   , MIWU, 0, 154N, 1008W,  20, 1009, DB,
EP, 07, 2010080600,   , MIWU, 0, 158N, 1018W,  25, 1007, TD,
EP, 07, 2010080606,   , MIWU, 0, 162N, 1027W,  30, 1005, TD,
EP, 07, 2010080612,   , MIWU, 0, 166N, 1036W,  35, 1003, TS,
EP, 07, 2010080618,   , MIWU, 0, 169N, 1046W,  45,  999, TS,
EP, 07, 2010080700,   , MIWU, 0, 169N, 1055W,  45, 1000, TS,
EP, 07, 2010080706,   , MIWU, 0, 168N, 1062W,  40, 1002, TS,
EP, 07, 2010080712,   , MIWU, 0, 169N, 1070W,  50,  998, TS,
EP, 07, 2010080718,   , MIWU, 0, 171N, 1080W,  60,  992, TS,
EP, 07, 2010080800,   , MIWU, 0, 173N, 1090W,  55,  994, TS,
EP, 07, 2010080806,   , MIWU, 0, 176N, 1099W,  55,  994, TS,
EP, 07, 2010080812,   , MIWU, 0, 179N, 1105W,  50,  996, TS,
EP, 07, 2010080818,   , MIWU, 0, 180N, 1110W,  45,  998, TS,
EP, 07, 2010080900,   , MIWU, 0, 180N, 1114W,  45,  998, TS,
EP, 07, 2010080906,   , MIWU, 0, 180N, 1118W,  40, 1000, TS,
EP, 07, 2010080912,   , MIWU, 0, 179N, 1121W,  35, 1002, TS,
EP, 07, 2010080918,   , MIWU, 0, 178N, 1123W,  30, 1004, TD,
EP, 07, 2010081000,   , MIWU, 0, 177N, 1126W,  30, 1005, TD,
EP, 07, 2010081006,   , MIWU, 0, 176N, 1129W,  25, 1007, TD,
EP, 07, 2010081012,   , MIWU, 0, 174N, 1131W,  20, 1009, DB,
EP, 07, 2010081018,   , MIWU, 0, 171N, 1132W,  20, 1009, DB,
EP, 07, 2010081100,   , MIWU, 0, 168N, 1134W,  15, 1011, DB,
EP, 07, 2010081106,   , MIWU, 0, 166N, 1135W,  15, 1011, DB,
