EP, 04, 2010061806,   , MIWU, 0, 132N,  945W,  20, 1010, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Celia,
EP, 04, 2010061812,   , MIWU, 0, 132N,  951W,  20, 1010, DB,
EP, 04, 2010061818,   , MIWU, 0, 132N,  956W,  20, 1010, DB,
EP, 04, 2010061900,   , MIWU, 0, 131N,  960W,  25, 1009, TD,
EP, 04, 2010061906,   , MIWU, 0, 130N,  964W,  30, 1008, TD,
EP, 04, 2010061912,   , MIWU, 0, 128N,  969W,  40, 1004, TS 
EP, 04, 2010061918,   , MIWU, 0, 125N,  976W,  50, 1000, TS,
EP, 04, 2010062000,   , MIWU, 0, 121N,  981W,  60,  996, TS,
EP, 04, 2010062006,   , MIWU, 0, 120N,  987W,  70,  990, HU,
EP, 04, 2010062012,   , MIWU, 0, 118N,  994W,  75,  987, HU,
EP, 04, 2010062018,   , MIWU, 0, 117N, 1000W,  75,  986, HU,
EP, 04, 2010062100,   , MIWU, 0, 116N, 1006W,  70,  988, HU,
EP, 04, 2010062106,   , MIWU, 0, 116N, 1012W,  70,  987, HU,
EP, 04, 2010062112,   , MIWU, 0, 117N, 1020W,  70,  987, HU,
EP, 04, 2010062118,   , MIWU, 0, 117N, 1028W,  75,  984, HU,
EP, 04, 2010062200,   , MIWU, 0, 117N, 1036W,  80,  981, HU,
EP, 04, 2010062206,   , MIWU, 0, 118N, 1044W,  85,  978, HU,
EP, 04, 2010062212,   , MIWU, 0, 119N, 1050W,  85,  977, HU,
EP, 04, 2010062218,   , MIWU, 0, 119N, 1058W,  75,  981, HU,
EP, 04, 2010062300,   , MIWU, 0, 118N, 1067W,  75,  980, HU,
EP, 04, 2010062306,   , MIWU, 0, 118N, 1077W,  80,  977, HU,
EP, 04, 2010062312,   , MIWU, 0, 120N, 1087W,  85,  974, HU,
EP, 04, 2010062318,   , MIWU, 0, 121N, 1098W, 100,  962, HU,
EP, 04, 2010062400,   , MIWU, 0, 122N, 1110W,  95,  964, HU,
EP, 04, 2010062406,   , MIWU, 0, 122N, 1121W,  95,  963, HU,
EP, 04, 2010062412,   , MIWU, 0, 122N, 1133W, 105,  956, HU,
EP, 04, 2010062418,   , MIWU, 0, 124N, 1144W, 135,  928, HU,
EP, 04, 2010062500,   , MIWU, 0, 127N, 1155W, 150,  915, HU,
EP, 04, 2010062503,   , MIWU, 0, 130N, 1160W, 150,  912, HU,
EP, 04, 2010062506,   , MIWU, 0, 132N, 1165W, 145,  915, HU,
EP, 04, 2010062512,   , MIWU, 0, 137N, 1176W, 135,  922, HU,
EP, 04, 2010062518,   , MIWU, 0, 140N, 1186W, 120,  934, HU,
EP, 04, 2010062600,   , MIWU, 0, 144N, 1194W, 105,  946, HU,
EP, 04, 2010062606,   , MIWU, 0, 148N, 1202W,  90,  956, HU,
EP, 04, 2010062612,   , MIWU, 0, 154N, 1210W,  80,  964, HU,
EP, 04, 2010062618,   , MIWU, 0, 157N, 1218W,  65,  976, HU,
EP, 04, 2010062700,   , MIWU, 0, 159N, 1226W,  50,  988, TS,
EP, 04, 2010062706,   , MIWU, 0, 159N, 1232W,  40,  996, TS,
EP, 04, 2010062712,   , MIWU, 0, 158N, 1236W,  40,  996, TS,
EP, 04, 2010062718,   , MIWU, 0, 157N, 1238W,  35,  999, TS,
EP, 04, 2010062800,   , MIWU, 0, 156N, 1240W,  40,  997, TS,
EP, 04, 2010062806,   , MIWU, 0, 155N, 1241W,  40,  998, TS,
EP, 04, 2010062812,   , MIWU, 0, 153N, 1241W,  35, 1000, TS,
EP, 04, 2010062818,   , MIWU, 0, 151N, 1239W,  30, 1002, TD,
EP, 04, 2010062900,   , MIWU, 0, 151N, 1237W,  30, 1003, TD,
EP, 04, 2010062906,   , MIWU, 0, 153N, 1236W,  30, 1003, TD,
EP, 04, 2010062912,   , MIWU, 0, 155N, 1236W,  25, 1005, TD,
EP, 04, 2010062918,   , MIWU, 0, 156N, 1236W,  25, 1006, LO,
EP, 04, 2010063000,   , MIWU, 0, 158N, 1237W,  20, 1008, LO,
EP, 04, 2010063006,   , MIWU, 0, 161N, 1239W,  20, 1009, LO,
EP, 04, 2010063012,   , MIWU, 0, 165N, 1240W,  15, 1011, LO,
EP, 04, 2010063018,   , MIWU, 0, 170N, 1241W,  15, 1012, LO,
EP, 04, 2010070100,   , MIWU, 0, 176N, 1243W,  15, 1012, LO,
