EP, 08, 2010081818,   , MIWU, 0, 148N, 1041W,  20, 1010, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Eight-E,
EP, 08, 2010081900,   , MIWU, 0, 152N, 1048W,  20, 1010, DB,
EP, 08, 2010081906,   , MIWU, 0, 158N, 1055W,  20, 1009, DB,
EP, 08, 2010081912,   , MIWU, 0, 165N, 1060W,  25, 1007, TD,
EP, 08, 2010081918,   , MIWU, 0, 171N, 1064W,  30, 1005, TD,
EP, 08, 2010082000,   , MIWU, 0, 176N, 1069W,  35, 1003, TS,
EP, 08, 2010082006,   , MIWU, 0, 181N, 1073W,  35, 1004, TS,
EP, 08, 2010082012,   , MIWU, 0, 187N, 1080W,  35, 1004, TS,
EP, 08, 2010082018,   , MIWU, 0, 193N, 1088W,  35, 1004, TS,
EP, 08, 2010082100,   , MIWU, 0, 199N, 1097W,  30, 1006, TD,
EP, 08, 2010082106,   , MIWU, 0, 203N, 1105W,  30, 1007, TD,
EP, 08, 2010082112,   , MIWU, 0, 205N, 1111W,  30, 1007, TD,
EP, 08, 2010082118,   , MIWU, 0, 205N, 1117W,  25, 1009, TD,
EP, 08, 2010082200,   , MIWU, 0, 208N, 1123W,  25, 1009, LO,
EP, 08, 2010082206,   , MIWU, 0, 213N, 1128W,  20, 1010, LO,
EP, 08, 2010082212,   , MIWU, 0, 216N, 1133W,  20, 1010, LO,
EP, 08, 2010082218,   , MIWU, 0, 216N, 1140W,  20, 1010, LO,
EP, 08, 2010082300,   , MIWU, 0, 216N, 1146W,  15, 1011, LO,
EP, 08, 2010082306,   , MIWU, 0, 215N, 1150W,  15, 1011, LO,
EP, 08, 2010082312,   , MIWU, 0, 214N, 1152W,  15, 1012, LO,
