SH, 13, 2005012106,   , MIWU, 0, 127S, 1131E,  20, 1008, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Tim,
SH, 13, 2005012112,   , MIWU, 0, 129S, 1132E,  20, 1008, DB,
SH, 13, 2005012118,   , MIWU, 0, 130S, 1130E,  25, 1006, TD,
SH, 13, 2005012200,   , MIWU, 0, 130S, 1126E,  30, 1004, TD,
SH, 13, 2005012206,   , MIWU, 0, 131S, 1122E,  30, 1004, TD,
SH, 13, 2005012212,   , MIWU, 0, 133S, 1118E,  35, 1002, TS,
SH, 13, 2005012218,   , MIWU, 0, 137S, 1113E,  35, 1001, TS,
SH, 13, 2005012300,   , MIWU, 0, 141S, 1108E,  40,  999, TS,
SH, 13, 2005012306,   , MIWU, 0, 145S, 1104E,  40,  998, TS,
SH, 13, 2005012312,   , MIWU, 0, 151S, 1100E,  45,  996, TS,
SH, 13, 2005012318,   , MIWU, 0, 155S, 1095E,  45,  996, TS,
SH, 13, 2005012400,   , MIWU, 0, 160S, 1088E,  50,  994, TS,
SH, 13, 2005012406,   , MIWU, 0, 162S, 1080E,  50,  994, TS,
SH, 13, 2005012412,   , MIWU, 0, 163S, 1073E,  45,  996, TS,
SH, 13, 2005012418,   , MIWU, 0, 164S, 1063E,  40,  998, TS,
SH, 13, 2005012500,   , MIWU, 0, 163S, 1053E,  35, 1000, TS,
SH, 13, 2005012506,   , MIWU, 0, 162S, 1040E,  35, 1000, TS,
SH, 13, 2005012512,   , MIWU, 0, 160S, 1027E,  30, 1002, TD,
SH, 13, 2005012518,   , MIWU, 0, 161S, 1014E,  25, 1004, LO,
SH, 13, 2005012600,   , MIWU, 0, 163S, 1000E,  20, 1006, LO,
SH, 13, 2005012606,   , MIWU, 0, 163S,  985E,  20, 1006, LO,
SH, 13, 2005012612,   , MIWU, 0, 162S,  967E,  20, 1006, LO,
SH, 13, 2005012618,   , MIWU, 0, 163S,  945E,  15, 1008, LO,
SH, 13, 2005012700,   , MIWU, 0, 165S,  924E,  15, 1008, LO,
SH, 13, 2005012706,   , MIWU, 0, 168S,  898E,  15, 1008, LO,
SH, 13, 2005012712,   , MIWU, 0, 169S,  874E,  15, 1009, LO,
SH, 13, 2005012718,   , MIWU, 0, 169S,  853E,  15, 1009, LO,
SH, 13, 2005012800,   , MIWU, 0, 169S,  840E,  15, 1009, LO,
SH, 13, 2005012806,   , MIWU, 0, 171S,  826E,  15, 1009, LO,
SH, 13, 2005012812,   , MIWU, 0, 175S,  810E,  15, 1009, LO,
