SH, 20, 2005022300,   , MIWU, 0,  76S, 1736E,  20, 1009, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Percy,
SH, 20, 2005022306,   , MIWU, 0,  75S, 1749E,  20, 1008, DB,
SH, 20, 2005022312,   , MIWU, 0,  74S, 1760E,  20, 1008, DB,
SH, 20, 2005022318,   , MIWU, 0,  74S, 1769E,  25, 1006, TD,
SH, 20, 2005022400,   , MIWU, 0,  74S, 1778E,  30, 1004, TD,
SH, 20, 2005022406,   , MIWU, 0,  75S, 1788E,  35, 1002, TS,
SH, 20, 2005022412,   , MIWU, 0,  77S, 1797E,  40, 1000, TS,
SH, 20, 2005022418,   , MIWU, 0,  80S, 1796W,  45,  998, TS,
SH, 20, 2005022500,   , MIWU, 0,  85S, 1785W,  55,  992, TS,
SH, 20, 2005022506,   , MIWU, 0,  89S, 1774W,  70,  983, TY,
SH, 20, 2005022512,   , MIWU, 0,  90S, 1762W,  90,  968, TY,
SH, 20, 2005022515,   , MIWU, 0,  90S, 1754W, 100,  962, TY,
SH, 20, 2005022518,   , MIWU, 0,  91S, 1749W, 125,  952, TY,
SH, 20, 2005022521,   , MIWU, 0,  93S, 1744W, 120,  954, TY,
SH, 20, 2005022600,   , MIWU, 0,  95S, 1739W, 110,  958, TY,
SH, 20, 2005022606,   , MIWU, 0,  98S, 1728W,  85,  968, TY,
SH, 20, 2005022612,   , MIWU, 0, 101S, 1717W,  95,  962, TY,
SH, 20, 2005022615,   , MIWU, 0, 103S, 1712W, 105,  956, TY,
SH, 20, 2005022618,   , MIWU, 0, 105S, 1707W, 120,  947, TY,
SH, 20, 2005022621,   , MIWU, 0, 106S, 1703W, 120,  946, TY,
SH, 20, 2005022700,   , MIWU, 0, 107S, 1698W, 115,  948, TY,
SH, 20, 2005022706,   , MIWU, 0, 108S, 1688W, 115,  948, TY,
SH, 20, 2005022712,   , MIWU, 0, 108S, 1677W, 115,  949, TY,
SH, 20, 2005022718,   , MIWU, 0, 110S, 1667W, 105,  953, TY,
SH, 20, 2005022800,   , MIWU, 0, 115S, 1658W,  95,  957, TY,
SH, 20, 2005022806,   , MIWU, 0, 119S, 1654W,  85,  961, TY,
SH, 20, 2005022812,   , MIWU, 0, 122S, 1652W,  90,  958, TY,
SH, 20, 2005022818,   , MIWU, 0, 126S, 1651W, 100,  952, TY,
SH, 20, 2005030100,   , MIWU, 0, 131S, 1651W, 105,  948, TY,
SH, 20, 2005030106,   , MIWU, 0, 136S, 1652W, 110,  944, TY,
SH, 20, 2005030112,   , MIWU, 0, 142S, 1651W, 120,  935, TY,
SH, 20, 2005030118,   , MIWU, 0, 149S, 1651W, 140,  915, ST,
SH, 20, 2005030200,   , MIWU, 0, 157S, 1652W, 155,  900, ST,
SH, 20, 2005030206,   , MIWU, 0, 165S, 1653W, 150,  895, ST,
SH, 20, 2005030212,   , MIWU, 0, 176S, 1652W, 130,  910, ST,
SH, 20, 2005030218,   , MIWU, 0, 186S, 1650W, 110,  930, TY,
SH, 20, 2005030300,   , MIWU, 0, 198S, 1646W,  95,  945, TY,
SH, 20, 2005030306,   , MIWU, 0, 207S, 1640W,  95,  945, TY,
SH, 20, 2005030312,   , MIWU, 0, 216S, 1635W,  95,  944, TY,
SH, 20, 2005030318,   , MIWU, 0, 227S, 1629W,  95,  944, TY,
SH, 20, 2005030400,   , MIWU, 0, 237S, 1618W,  90,  949, TY,
SH, 20, 2005030406,   , MIWU, 0, 242S, 1605W,  75,  964, TY,
SH, 20, 2005030412,   , MIWU, 0, 246S, 1586W,  60,  976, TS,
SH, 20, 2005030418,   , MIWU, 0, 251S, 1562W,  55,  980, EX,
SH, 20, 2005030500,   , MIWU, 0, 257S, 1524W,  45,  987, EX,
SH, 20, 2005030506,   , MIWU, 0, 265S, 1491W,  45,  988, EX,
SH, 20, 2005030512,   , MIWU, 0, 275S, 1450W,  50,  985, EX,
SH, 20, 2005030518,   , MIWU, 0, 290S, 1403W,  60,  979, EX,
SH, 20, 2005030600,   , MIWU, 0, 317S, 1352W,  55,  981, EX,
SH, 20, 2005030606,   , MIWU, 0, 348S, 1310W,  45,  987, EX,
