SH, 23, 2005030806,   , MIWU, 0, 120S, 1201E,  15, 1008, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Willy,
SH, 23, 2005030812,   , MIWU, 0, 124S, 1198E,  20, 1006, DB,
SH, 23, 2005030818,   , MIWU, 0, 130S, 1195E,  20, 1005, DB,
SH, 23, 2005030900,   , MIWU, 0, 134S, 1192E,  25, 1003, TD,
SH, 23, 2005030906,   , MIWU, 0, 136S, 1187E,  30, 1001, TD,
SH, 23, 2005030912,   , MIWU, 0, 137S, 1181E,  35,  998, TS,
SH, 23, 2005030918,   , MIWU, 0, 139S, 1174E,  40,  995, TS,
SH, 23, 2005031000,   , MIWU, 0, 141S, 1166E,  45,  992, TS,
SH, 23, 2005031006,   , MIWU, 0, 144S, 1157E,  50,  989, TS,
SH, 23, 2005031012,   , MIWU, 0, 149S, 1150E,  60,  983, TS,
SH, 23, 2005031018,   , MIWU, 0, 157S, 1142E,  70,  976, TY,
SH, 23, 2005031100,   , MIWU, 0, 162S, 1134E,  80,  968, TY,
SH, 23, 2005031106,   , MIWU, 0, 166S, 1128E,  85,  964, TY,
SH, 23, 2005031112,   , MIWU, 0, 173S, 1122E,  95,  956, TY,
SH, 23, 2005031118,   , MIWU, 0, 180S, 1117E,  95,  954, TY,
SH, 23, 2005031200,   , MIWU, 0, 187S, 1109E,  90,  956, TY,
SH, 23, 2005031206,   , MIWU, 0, 196S, 1104E,  85,  959, TY,
SH, 23, 2005031212,   , MIWU, 0, 203S, 1100E,  85,  960, TY,
SH, 23, 2005031218,   , MIWU, 0, 207S, 1096E,  80,  963, TY,
SH, 23, 2005031300,   , MIWU, 0, 210S, 1092E,  75,  966, TY,
SH, 23, 2005031306,   , MIWU, 0, 213S, 1088E,  65,  974, TY,
SH, 23, 2005031312,   , MIWU, 0, 214S, 1084E,  55,  982, TS,
SH, 23, 2005031318,   , MIWU, 0, 214S, 1080E,  45,  989, TS,
SH, 23, 2005031400,   , MIWU, 0, 213S, 1074E,  35,  995, LO,
SH, 23, 2005031406,   , MIWU, 0, 211S, 1067E,  30,  997, LO,
SH, 23, 2005031412,   , MIWU, 0, 207S, 1059E,  30,  997, LO,
SH, 23, 2005031418,   , MIWU, 0, 203S, 1051E,  30,  998, LO,
SH, 23, 2005031500,   , MIWU, 0, 200S, 1044E,  25, 1000, LO,
SH, 23, 2005031506,   , MIWU, 0, 200S, 1038E,  25, 1001, LO,
SH, 23, 2005031512,   , MIWU, 0, 201S, 1034E,  25, 1001, LO,
SH, 23, 2005031518,   , MIWU, 0, 202S, 1031E,  25, 1001, LO,
SH, 23, 2005031600,   , MIWU, 0, 204S, 1029E,  30,  999, LO,
SH, 23, 2005031606,   , MIWU, 0, 207S, 1027E,  30,  998, LO,
SH, 23, 2005031612,   , MIWU, 0, 210S, 1025E,  30,  998, LO,
SH, 23, 2005031618,   , MIWU, 0, 211S, 1022E,  25, 1000, LO,
SH, 23, 2005031700,   , MIWU, 0, 210S, 1017E,  20, 1002, LO,
SH, 23, 2005031706,   , MIWU, 0, 209S, 1012E,  20, 1003, LO,
SH, 23, 2005031712,   , MIWU, 0, 210S, 1011E,  20, 1003, LO,
SH, 23, 2005031718,   , MIWU, 0, 211S, 1012E,  20, 1003, LO,
SH, 23, 2005031800,   , MIWU, 0, 210S, 1014E,  15, 1005, LO,
SH, 23, 2005031806,   , MIWU, 0, 207S, 1013E,  15, 1006, LO,
SH, 23, 2005031812,   , MIWU, 0, 202S, 1010E,  15, 1006, LO,
SH, 23, 2005031818,   , MIWU, 0, 198S, 1004E,  15, 1007, LO,
SH, 23, 2005031900,   , MIWU, 0, 196S,  996E,  15, 1007, LO,
