SH, 11, 2005011506,   , MIWU, 0,  65S,  890E,  20, 1008, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Daren,
SH, 11, 2005011512,   , MIWU, 0,  66S,  882E,  20, 1008, DB,
SH, 11, 2005011518,   , MIWU, 0,  67S,  875E,  20, 1009, DB,
SH, 11, 2005011600,   , MIWU, 0,  68S,  870E,  20, 1009, DB,
SH, 11, 2005011606,   , MIWU, 0,  70S,  865E,  20, 1009, DB,
SH, 11, 2005011612,   , MIWU, 0,  74S,  860E,  20, 1008, DB,
SH, 11, 2005011618,   , MIWU, 0,  79S,  855E,  25, 1006, TD,
SH, 11, 2005011700,   , MIWU, 0,  83S,  850E,  30, 1004, TD,
SH, 11, 2005011706,   , MIWU, 0,  89S,  846E,  30, 1003, TD,
SH, 11, 2005011712,   , MIWU, 0,  95S,  842E,  35, 1001, TS,
SH, 11, 2005011718,   , MIWU, 0, 101S,  839E,  35, 1001, TS,
SH, 11, 2005011800,   , MIWU, 0, 106S,  833E,  35, 1000, TS,
SH, 11, 2005011806,   , MIWU, 0, 111S,  826E,  35, 1000, TS 
SH, 11, 2005011812,   , MIWU, 0, 116S,  815E,  40,  998, TS,
SH, 11, 2005011818,   , MIWU, 0, 123S,  802E,  50,  994, TS,
SH, 11, 2005011900,   , MIWU, 0, 130S,  788E,  45,  996, TS,
SH, 11, 2005011906,   , MIWU, 0, 136S,  773E,  45,  995, TS,
SH, 11, 2005011909,   , MIWU, 0, 139S,  764E,  55,  991, TS,
SH, 11, 2005011912,   , MIWU, 0, 142S,  756E,  50,  993, TS,
SH, 11, 2005011918,   , MIWU, 0, 149S,  742E,  45,  995, TS,
SH, 11, 2005012000,   , MIWU, 0, 156S,  729E,  45,  995, TS,
SH, 11, 2005012006,   , MIWU, 0, 161S,  716E,  40,  997, TS,
SH, 11, 2005012012,   , MIWU, 0, 164S,  705E,  40,  998, TS,
SH, 11, 2005012018,   , MIWU, 0, 165S,  693E,  35, 1000, TS,
SH, 11, 2005012100,   , MIWU, 0, 166S,  681E,  30, 1002, TD,
SH, 11, 2005012106,   , MIWU, 0, 167S,  666E,  30, 1002, TD,
SH, 11, 2005012112,   , MIWU, 0, 169S,  650E,  30, 1003, TD,
SH, 11, 2005012118,   , MIWU, 0, 169S,  629E,  25, 1005, LO,
SH, 11, 2005012200,   , MIWU, 0, 168S,  611E,  25, 1006, LO,
SH, 11, 2005012206,   , MIWU, 0, 168S,  597E,  20, 1008, LO,
SH, 11, 2005012212,   , MIWU, 0, 168S,  583E,  20, 1008, LO,
SH, 11, 2005012218,   , MIWU, 0, 168S,  570E,  20, 1009, LO,
SH, 11, 2005012300,   , MIWU, 0, 169S,  557E,  15, 1011, LO,
SH, 11, 2005012306,   , MIWU, 0, 171S,  545E,  15, 1012, LO,
