SH, 06, 2004122112,   , MIWU, 0,  60S,  930E,  20, 1009, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Chambo,
SH, 06, 2004122118,   , MIWU, 0,  65S,  925E,  20, 1009, DB,
SH, 06, 2004122200,   , MIWU, 0,  69S,  920E,  20, 1008, DB,
SH, 06, 2004122206,   , MIWU, 0,  73S,  912E,  20, 1008, DB,
SH, 06, 2004122212,   , MIWU, 0,  77S,  899E,  25, 1006, TD,
SH, 06, 2004122218,   , MIWU, 0,  80S,  884E,  30, 1004, TD,
SH, 06, 2004122300,   , MIWU, 0,  80S,  874E,  30, 1003, TD,
SH, 06, 2004122306,   , MIWU, 0,  81S,  865E,  35, 1001, TS,
SH, 06, 2004122312,   , MIWU, 0,  85S,  860E,  35, 1002, TS,
SH, 06, 2004122318,   , MIWU, 0,  92S,  859E,  35, 1002, TS,
SH, 06, 2004122400,   , MIWU, 0, 100S,  853E,  40, 1000, TS,
SH, 06, 2004122406,   , MIWU, 0, 107S,  845E,  45,  998, TS,
SH, 06, 2004122412,   , MIWU, 0, 112S,  840E,  55,  994, TS,
SH, 06, 2004122418,   , MIWU, 0, 117S,  834E,  60,  992, TS,
SH, 06, 2004122500,   , MIWU, 0, 123S,  826E,  70,  987, TY,
SH, 06, 2004122506,   , MIWU, 0, 130S,  819E,  80,  981, TY,
SH, 06, 2004122512,   , MIWU, 0, 137S,  812E,  85,  978, TY,
SH, 06, 2004122518,   , MIWU, 0, 143S,  805E,  90,  974, TY,
SH, 06, 2004122600,   , MIWU, 0, 151S,  801E,  95,  970, TY,
SH, 06, 2004122606,   , MIWU, 0, 157S,  798E, 100,  966, TY,
SH, 06, 2004122612,   , MIWU, 0, 164S,  796E,  95,  968, TY,
SH, 06, 2004122618,   , MIWU, 0, 170S,  791E,  90,  970, TY,
SH, 06, 2004122621,   , MIWU, 0, 173S,  788E, 100,  966, TY,
SH, 06, 2004122700,   , MIWU, 0, 176S,  787E, 105,  962, TY,
SH, 06, 2004122706,   , MIWU, 0, 180S,  783E,  90,  970, TY,
SH, 06, 2004122712,   , MIWU, 0, 184S,  780E,  80,  976, TY,
SH, 06, 2004122718,   , MIWU, 0, 187S,  773E,  65,  988, TY,
SH, 06, 2004122800,   , MIWU, 0, 190S,  762E,  50,  994, TS,
SH, 06, 2004122806,   , MIWU, 0, 192S,  752E,  40,  998, TS,
SH, 06, 2004122812,   , MIWU, 0, 197S,  743E,  40,  999, TS,
SH, 06, 2004122818,   , MIWU, 0, 202S,  736E,  40,  998, TS,
SH, 06, 2004122900,   , MIWU, 0, 208S,  727E,  35, 1000, TS,
SH, 06, 2004122906,   , MIWU, 0, 216S,  721E,  35, 1001, TS,
SH, 06, 2004122912,   , MIWU, 0, 221S,  716E,  40,  999, TS,
SH, 06, 2004122918,   , MIWU, 0, 225S,  712E,  40, 1000, TS,
SH, 06, 2004123000,   , MIWU, 0, 232S,  709E,  35, 1002, TS,
SH, 06, 2004123006,   , MIWU, 0, 240S,  707E,  35, 1002, TS,
SH, 06, 2004123012,   , MIWU, 0, 243S,  704E,  35, 1002, TS,
SH, 06, 2004123018,   , MIWU, 0, 245S,  702E,  35, 1003, TS,
SH, 06, 2004123100,   , MIWU, 0, 245S,  701E,  35, 1003, TS,
SH, 06, 2004123106,   , MIWU, 0, 246S,  700E,  30, 1005, TD,
SH, 06, 2004123112,   , MIWU, 0, 250S,  698E,  30, 1004, TD,
SH, 06, 2004123118,   , MIWU, 0, 255S,  693E,  35, 1002, TS,
SH, 06, 2005010100,   , MIWU, 0, 260S,  685E,  35, 1002, LO,
SH, 06, 2005010106,   , MIWU, 0, 268S,  680E,  30, 1004, LO,
SH, 06, 2005010112,   , MIWU, 0, 280S,  678E,  30, 1004, LO,
SH, 06, 2005010118,   , MIWU, 0, 290S,  677E,  35, 1002, LO,
SH, 06, 2005010200,   , MIWU, 0, 297S,  677E,  35, 1002, LO,
SH, 06, 2005010206,   , MIWU, 0, 304S,  676E,  35, 1001, LO,
SH, 06, 2005010212,   , MIWU, 0, 311S,  675E,  30, 1003, LO,
SH, 06, 2005010218,   , MIWU, 0, 317S,  677E,  30, 1003, EX,
SH, 06, 2005010300,   , MIWU, 0, 322S,  681E,  30, 1003, EX,
SH, 06, 2005010306,   , MIWU, 0, 328S,  689E,  25, 1005, EX,
SH, 06, 2005010312,   , MIWU, 0, 338S,  712E,  25, 1005, EX,
SH, 06, 2005010318,   , MIWU, 0, 347S,  736E,  25, 1004, EX,
SH, 06, 2005010400,   , MIWU, 0, 352S,  760E,  30, 1002, EX,
SH, 06, 2005010406,   , MIWU, 0, 356S,  792E,  30, 1003, EX,
