SH, 26, 2005033118,   , MIWU, 0, 113S, 1035E,  20, 1007, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Adeline-Juliet,
SH, 26, 2005040100,   , MIWU, 0, 108S, 1033E,  20, 1007, DB,
SH, 26, 2005040106,   , MIWU, 0, 105S, 1029E,  20, 1007, DB,
SH, 26, 2005040112,   , MIWU, 0, 102S, 1025E,  20, 1006, DB,
SH, 26, 2005040118,   , MIWU, 0, 101S, 1022E,  20, 1006, DB,
SH, 26, 2005040200,   , MIWU, 0, 100S, 1019E,  25, 1004, TD,
SH, 26, 2005040206,   , MIWU, 0, 100S, 1015E,  25, 1003, TD,
SH, 26, 2005040212,   , MIWU, 0, 101S, 1010E,  30, 1001, TD,
SH, 26, 2005040218,   , MIWU, 0, 102S, 1003E,  35,  999, TS,
SH, 26, 2005040300,   , MIWU, 0, 108S,  995E,  40,  996, TS,
SH, 26, 2005040306,   , MIWU, 0, 114S,  985E,  40,  995, TS,
SH, 26, 2005040312,   , MIWU, 0, 120S,  977E,  45,  992, TS,
SH, 26, 2005040318,   , MIWU, 0, 124S,  967E,  50,  989, TS,
SH, 26, 2005040400,   , MIWU, 0, 128S,  958E,  55,  986, TS,
SH, 26, 2005040406,   , MIWU, 0, 132S,  947E,  60,  983, TS,
SH, 26, 2005040412,   , MIWU, 0, 136S,  938E,  60,  982, TS,
SH, 26, 2005040418,   , MIWU, 0, 137S,  928E,  70,  974, TY,
SH, 26, 2005040500,   , MIWU, 0, 136S,  919E,  80,  966, TY,
SH, 26, 2005040506,   , MIWU, 0, 134S,  909E,  85,  962, TY,
SH, 26, 2005040512,   , MIWU, 0, 132S,  900E,  90,  959, TY,
SH, 26, 2005040518,   , MIWU, 0, 131S,  892E, 100,  953, TY,
SH, 26, 2005040600,   , MIWU, 0, 131S,  884E, 110,  948, TY,
SH, 26, 2005040606,   , MIWU, 0, 131S,  875E, 125,  942, TY,
SH, 26, 2005040612,   , MIWU, 0, 133S,  864E, 115,  946, TY,
SH, 26, 2005040618,   , MIWU, 0, 137S,  852E, 100,  952, TY,
SH, 26, 2005040700,   , MIWU, 0, 141S,  839E, 105,  950, TY,
SH, 26, 2005040706,   , MIWU, 0, 144S,  824E, 105,  949, TY,
SH, 26, 2005040712,   , MIWU, 0, 147S,  811E,  95,  953, TY,
SH, 26, 2005040718,   , MIWU, 0, 150S,  800E,  90,  955, TY,
SH, 26, 2005040800,   , MIWU, 0, 152S,  785E,  95,  952, TY,
SH, 26, 2005040806,   , MIWU, 0, 156S,  768E, 100,  949, TY,
SH, 26, 2005040812,   , MIWU, 0, 161S,  751E, 105,  945, TY,
SH, 26, 2005040818,   , MIWU, 0, 164S,  735E, 125,  920, TY,
SH, 26, 2005040900,   , MIWU, 0, 168S,  718E, 130,  916, ST,
SH, 26, 2005040906,   , MIWU, 0, 173S,  700E, 140,  909, ST,
SH, 26, 2005040909,   , MIWU, 0, 177S,  692E, 145,  906, ST,
SH, 26, 2005040912,   , MIWU, 0, 179S,  685E, 145,  905, ST,
SH, 26, 2005040918,   , MIWU, 0, 184S,  672E, 135,  909, ST,
SH, 26, 2005041000,   , MIWU, 0, 191S,  661E, 125,  915, TY,
SH, 26, 2005041006,   , MIWU, 0, 198S,  650E, 120,  919, TY,
SH, 26, 2005041012,   , MIWU, 0, 207S,  642E, 125,  918, TY,
SH, 26, 2005041018,   , MIWU, 0, 216S,  638E, 115,  925, TY,
SH, 26, 2005041100,   , MIWU, 0, 225S,  637E, 105,  935, TY,
SH, 26, 2005041106,   , MIWU, 0, 236S,  638E,  95,  944, TY,
SH, 26, 2005041112,   , MIWU, 0, 245S,  640E,  90,  948, TY,
SH, 26, 2005041118,   , MIWU, 0, 255S,  643E,  75,  960, TY,
SH, 26, 2005041200,   , MIWU, 0, 263S,  649E,  65,  966, TY,
