SH, 05, 2004120218,   , MIWU, 0,  80S, 1122E,  20, 1008, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Five-S,
SH, 05, 2004120300,   , MIWU, 0,  85S, 1124E,  20, 1008, DB,
SH, 05, 2004120306,   , MIWU, 0,  91S, 1125E,  20, 1007, DB,
SH, 05, 2004120312,   , MIWU, 0,  96S, 1118E,  25, 1005, TD,
SH, 05, 2004120318,   , MIWU, 0, 100S, 1108E,  35, 1001, TS,
SH, 05, 2004120400,   , MIWU, 0, 105S, 1101E,  40,  999, TS,
SH, 05, 2004120406,   , MIWU, 0, 111S, 1095E,  40,  998, TS,
SH, 05, 2004120412,   , MIWU, 0, 116S, 1090E,  40,  998, TS,
SH, 05, 2004120418,   , MIWU, 0, 120S, 1084E,  35, 1000, TS,
SH, 05, 2004120500,   , MIWU, 0, 123S, 1080E,  40,  998, TS,
SH, 05, 2004120506,   , MIWU, 0, 125S, 1075E,  40,  998, TS,
SH, 05, 2004120512,   , MIWU, 0, 129S, 1070E,  35, 1000, TS,
SH, 05, 2004120518,   , MIWU, 0, 133S, 1062E,  30, 1002, TD,
SH, 05, 2004120600,   , MIWU, 0, 137S, 1054E,  25, 1004, TD,
SH, 05, 2004120606,   , MIWU, 0, 143S, 1045E,  25, 1005, TD,
SH, 05, 2004120612,   , MIWU, 0, 149S, 1035E,  20, 1007, DB,
SH, 05, 2004120618,   , MIWU, 0, 156S, 1025E,  15, 1009, DB,
SH, 05, 2004120700,   , MIWU, 0, 161S, 1016E,  15, 1009, DB,
SH, 05, 2004120706,   , MIWU, 0, 165S, 1007E,  15, 1009, DB,
SH, 05, 2004120712,   , MIWU, 0, 167S, 1001E,  15, 1010, DB,
SH, 05, 2004120718,   , MIWU, 0, 170S,  998E,  15, 1010, DB,
SH, 05, 2004120800,   , MIWU, 0, 173S,  995E,  15, 1010, DB,
SH, 05, 2004120806,   , MIWU, 0, 175S,  992E,  15, 1010, DB,
SH, 05, 2004120812,   , MIWU, 0, 175S,  987E,  15, 1010, DB,
SH, 05, 2004120818,   , MIWU, 0, 174S,  981E,  15, 1010, DB,
