SH, 01, 2004082900,   , MIWU, 0,   5S,  875E,  15, 1012, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Phoebe,
SH, 01, 2004082906,   , MIWU, 0,   9S,  870E,  15, 1011, DB,
SH, 01, 2004082912,   , MIWU, 0,  12S,  867E,  20, 1009, DB,
SH, 01, 2004082918,   , MIWU, 0,  14S,  866E,  25, 1007, TD,
SH, 01, 2004083000,   , MIWU, 0,  19S,  869E,  30, 1005, TD,
SH, 01, 2004083006,   , MIWU, 0,  25S,  872E,  35, 1003, TS,
SH, 01, 2004083012,   , MIWU, 0,  30S,  876E,  35, 1002, TS,
SH, 01, 2004083018,   , MIWU, 0,  34S,  879E,  40, 1000, TS,
SH, 01, 2004083100,   , MIWU, 0,  36S,  880E,  40, 1000, TS,
SH, 01, 2004083106,   , MIWU, 0,  39S,  881E,  40, 1001, TS,
SH, 01, 2004083112,   , MIWU, 0,  42S,  885E,  40, 1001, TS,
SH, 01, 2004083118,   , MIWU, 0,  48S,  892E,  45,  999, TS,
SH, 01, 2004090100,   , MIWU, 0,  54S,  898E,  45,  998, TS,
SH, 01, 2004090106,   , MIWU, 0,  60S,  899E,  50,  996, TS,
SH, 01, 2004090112,   , MIWU, 0,  68S,  901E,  50,  995, TS,
SH, 01, 2004090118,   , MIWU, 0,  74S,  905E,  45,  996, TS,
SH, 01, 2004090200,   , MIWU, 0,  80S,  910E,  50,  994, TS,
SH, 01, 2004090206,   , MIWU, 0,  85S,  914E,  55,  991, TS,
SH, 01, 2004090212,   , MIWU, 0,  90S,  915E,  55,  991, TS,
SH, 01, 2004090218,   , MIWU, 0,  93S,  919E,  55,  990, TS,
SH, 01, 2004090300,   , MIWU, 0,  94S,  924E,  50,  992, TS,
SH, 01, 2004090306,   , MIWU, 0,  96S,  928E,  45,  994, TS,
SH, 01, 2004090312,   , MIWU, 0,  95S,  929E,  45,  994, TS,
SH, 01, 2004090318,   , MIWU, 0,  93S,  930E,  45,  993, TS,
SH, 01, 2004090400,   , MIWU, 0,  92S,  929E,  45,  993, TS,
SH, 01, 2004090406,   , MIWU, 0,  94S,  926E,  40,  995, TS,
SH, 01, 2004090412,   , MIWU, 0,  97S,  927E,  40,  995, TS,
SH, 01, 2004090418,   , MIWU, 0,  99S,  929E,  40,  996, TS,
SH, 01, 2004090500,   , MIWU, 0, 100S,  929E,  40,  996, TS,
SH, 01, 2004090506,   , MIWU, 0, 101S,  925E,  35,  998, TS,
SH, 01, 2004090512,   , MIWU, 0, 101S,  918E,  35,  998, TS,
SH, 01, 2004090518,   , MIWU, 0, 101S,  908E,  35,  999, TS,
SH, 01, 2004090600,   , MIWU, 0, 103S,  900E,  35,  999, TS,
SH, 01, 2004090606,   , MIWU, 0, 105S,  893E,  40,  997, TS,
SH, 01, 2004090612,   , MIWU, 0, 108S,  885E,  40,  997, TS,
SH, 01, 2004090618,   , MIWU, 0, 112S,  874E,  40,  998, TS,
SH, 01, 2004090700,   , MIWU, 0, 116S,  860E,  30, 1002, LO,
SH, 01, 2004090706,   , MIWU, 0, 119S,  843E,  25, 1004, LO,
SH, 01, 2004090712,   , MIWU, 0, 121S,  827E,  20, 1006, LO,
SH, 01, 2004090718,   , MIWU, 0, 121S,  810E,  15, 1008, LO,
SH, 01, 2004090800,   , MIWU, 0, 120S,  788E,  15, 1008, LO,
