SH, 08, 2005010318,   , MIWU, 0, 110S, 1765E,  20, 1005, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Kerry,
SH, 08, 2005010400,   , MIWU, 0, 105S, 1755E,  20, 1004, DB,
SH, 08, 2005010406,   , MIWU, 0, 101S, 1748E,  25, 1002, TD,
SH, 08, 2005010412,   , MIWU, 0, 100S, 1744E,  25, 1002, TD,
SH, 08, 2005010418,   , MIWU, 0, 102S, 1740E,  30, 1000, TD,
SH, 08, 2005010500,   , MIWU, 0, 106S, 1735E,  35,  998, TS,
SH, 08, 2005010506,   , MIWU, 0, 116S, 1728E,  35,  997, TS,
SH, 08, 2005010512,   , MIWU, 0, 125S, 1722E,  40,  994, TS,
SH, 08, 2005010518,   , MIWU, 0, 133S, 1715E,  40,  993, TS,
SH, 08, 2005010600,   , MIWU, 0, 140S, 1708E,  45,  990, TS,
SH, 08, 2005010606,   , MIWU, 0, 146S, 1702E,  40,  992, TS,
SH, 08, 2005010612,   , MIWU, 0, 152S, 1692E,  40,  992, TS,
SH, 08, 2005010618,   , MIWU, 0, 158S, 1680E,  45,  989, TS,
SH, 08, 2005010700,   , MIWU, 0, 166S, 1663E,  50,  986, TS,
SH, 08, 2005010706,   , MIWU, 0, 175S, 1645E,  65,  977, TY,
SH, 08, 2005010712,   , MIWU, 0, 178S, 1631E,  65,  977, TY,
SH, 08, 2005010718,   , MIWU, 0, 179S, 1620E,  70,  974, TY,
SH, 08, 2005010800,   , MIWU, 0, 181S, 1608E,  75,  971, TY,
SH, 08, 2005010806,   , MIWU, 0, 183S, 1601E,  80,  968, TY,
SH, 08, 2005010812,   , MIWU, 0, 184S, 1598E,  75,  970, TY,
SH, 08, 2005010818,   , MIWU, 0, 184S, 1597E,  70,  972, TY,
SH, 08, 2005010900,   , MIWU, 0, 183S, 1595E,  75,  970, TY,
SH, 08, 2005010906,   , MIWU, 0, 182S, 1594E,  85,  964, TY,
SH, 08, 2005010912,   , MIWU, 0, 181S, 1592E,  90,  961, TY,
SH, 08, 2005010918,   , MIWU, 0, 182S, 1591E,  80,  965, TY,
SH, 08, 2005011000,   , MIWU, 0, 184S, 1590E,  80,  964, TY,
SH, 08, 2005011006,   , MIWU, 0, 186S, 1590E,  85,  961, TY,
SH, 08, 2005011012,   , MIWU, 0, 188S, 1591E,  75,  965, TY,
SH, 08, 2005011018,   , MIWU, 0, 191S, 1592E,  65,  971, TY,
SH, 08, 2005011100,   , MIWU, 0, 195S, 1593E,  55,  977, TS,
SH, 08, 2005011106,   , MIWU, 0, 200S, 1595E,  55,  978, TS,
SH, 08, 2005011112,   , MIWU, 0, 202S, 1599E,  50,  981, TS,
SH, 08, 2005011118,   , MIWU, 0, 205S, 1602E,  40,  988, TS,
SH, 08, 2005011200,   , MIWU, 0, 208S, 1603E,  30,  995, TD,
SH, 08, 2005011206,   , MIWU, 0, 212S, 1603E,  30,  995, TD,
SH, 08, 2005011212,   , MIWU, 0, 217S, 1603E,  35,  993, TS,
SH, 08, 2005011218,   , MIWU, 0, 225S, 1602E,  35,  992, TS,
SH, 08, 2005011300,   , MIWU, 0, 231S, 1601E,  30,  994, TD,
SH, 08, 2005011306,   , MIWU, 0, 237S, 1599E,  30,  995, TD,
SH, 08, 2005011312,   , MIWU, 0, 242S, 1596E,  30,  995, LO,
SH, 08, 2005011318,   , MIWU, 0, 246S, 1591E,  30,  996, LO,
SH, 08, 2005011400,   , MIWU, 0, 250S, 1585E,  30,  996, LO,
SH, 08, 2005011406,   , MIWU, 0, 254S, 1580E,  30,  996, LO,
SH, 08, 2005011412,   , MIWU, 0, 258S, 1577E,  25,  998, LO,
SH, 08, 2005011418,   , MIWU, 0, 263S, 1575E,  25,  998, LO,
SH, 08, 2005011500,   , MIWU, 0, 269S, 1571E,  25,  999, LO,
SH, 08, 2005011506,   , MIWU, 0, 273S, 1564E,  25,  999, LO,
SH, 08, 2005011512,   , MIWU, 0, 275S, 1560E,  25,  999, LO,
SH, 08, 2005011518,   , MIWU, 0, 277S, 1559E,  25,  999, LO,
SH, 08, 2005011600,   , MIWU, 0, 280S, 1561E,  20, 1001, LO,
SH, 08, 2005011606,   , MIWU, 0, 282S, 1565E,  20, 1001, LO,
SH, 08, 2005011612,   , MIWU, 0, 283S, 1572E,  20, 1002, LO,
SH, 08, 2005011618,   , MIWU, 0, 285S, 1576E,  20, 1002, LO,
SH, 08, 2005011700,   , MIWU, 0, 286S, 1579E,  15, 1004, LO,
SH, 08, 2005011706,   , MIWU, 0, 286S, 1580E,  15, 1005, LO,
SH, 08, 2005011712,   , MIWU, 0, 287S, 1581E,  15, 1005, LO,
SH, 08, 2005011718,   , MIWU, 0, 288S, 1583E,  20, 1003, LO,
SH, 08, 2005011800,   , MIWU, 0, 287S, 1586E,  20, 1003, LO,
SH, 08, 2005011806,   , MIWU, 0, 285S, 1590E,  20, 1002, LO,
SH, 08, 2005011812,   , MIWU, 0, 282S, 1594E,  20, 1001, LO,
SH, 08, 2005011818,   , MIWU, 0, 279S, 1596E,  15, 1003, LO,
SH, 08, 2005011900,   , MIWU, 0, 275S, 1595E,  15, 1004, LO,
